AirportName,DateValue,OnTimePerCent,TotalArrivals
"Charlotte, NC: Charlotte Douglas International",8/1/12,82.99226917,11383
"Charlotte, NC: Charlotte Douglas International",9/1/12,86.90620957,10822
"Charlotte, NC: Charlotte Douglas International",10/1/12,85.27320035,11530
"Charlotte, NC: Charlotte Douglas International",11/1/12,89.02307138,11096
"Charlotte, NC: Charlotte Douglas International",12/1/12,85.16624662,11110
"Charlotte, NC: Charlotte Douglas International",1/1/13,82.81883361,11437
"Charlotte, NC: Charlotte Douglas International",2/1/13,80.58591682,10580
"Charlotte, NC: Charlotte Douglas International",3/1/13,84.22757475,12040
"Charlotte, NC: Charlotte Douglas International",4/1/13,81.77221392,12042
"Charlotte, NC: Charlotte Douglas International",5/1/13,83.27425065,12711
"Charlotte, NC: Charlotte Douglas International",6/1/13,72.8895563,12486
"Charlotte, NC: Charlotte Douglas International",7/1/13,71.50306657,13370
"Charlotte, NC: Charlotte Douglas International",8/1/13,80.20462296,13195
"Charlotte, NC: Charlotte Douglas International",9/1/13,86.84747978,12241
"Charlotte, NC: Charlotte Douglas International",10/1/13,85.50709619,13317
"Charlotte, NC: Charlotte Douglas International",11/1/13,82.98775118,12491
"Charlotte, NC: Charlotte Douglas International",12/1/13,76.02251305,12837
"Charlotte, NC: Charlotte Douglas International",1/1/14,75.35031196,9777
"Charlotte, NC: Charlotte Douglas International",2/1/14,71.88922799,8847
"Charlotte, NC: Charlotte Douglas International",3/1/14,82.27144608,9792
"Charlotte, NC: Charlotte Douglas International",4/1/14,83.96793587,9481
"Charlotte, NC: Charlotte Douglas International",5/1/14,81.88240183,9626
"Charlotte, NC: Charlotte Douglas International",6/1/14,79.79367926,8923
"Charlotte, NC: Charlotte Douglas International",7/1/14,77.65114512,9213
"Charlotte, NC: Charlotte Douglas International",8/1/14,84.08219634,9015
"Charlotte, NC: Charlotte Douglas International",9/1/14,84.9947541,9150
"Charlotte, NC: Charlotte Douglas International",10/1/14,85.52206033,9746
"Charlotte, NC: Charlotte Douglas International",11/1/14,83.88888889,9180
"Charlotte, NC: Charlotte Douglas International",12/1/14,84.66210814,9506
"Charlotte, NC: Charlotte Douglas International",1/1/15,82.13036039,9351
"Charlotte, NC: Charlotte Douglas International",2/1/15,75.69574648,8299
"Charlotte, NC: Charlotte Douglas International",3/1/15,82.10625599,9383
"Charlotte, NC: Charlotte Douglas International",4/1/15,83.64291343,8883
"Charlotte, NC: Charlotte Douglas International",5/1/15,86.89594624,9226
"Charlotte, NC: Charlotte Douglas International",6/1/15,80.79833703,9020
"Charlotte, NC: Charlotte Douglas International",7/1/15,82.16638207,9370
"Charlotte, NC: Charlotte Douglas International",8/1/15,82.32743172,9263
"Charlotte, NC: Charlotte Douglas International",9/1/15,86.36224546,9085
"Charlotte, NC: Charlotte Douglas International",10/1/15,88.15407918,9573
"Charlotte, NC: Charlotte Douglas International",11/1/15,88.10016331,9185
"Charlotte, NC: Charlotte Douglas International",12/1/15,81.18191639,9257
"Atlanta, GA: Hartsfield-Jackson Atlanta International",1/1/12,84.18554432,31351
"Atlanta, GA: Hartsfield-Jackson Atlanta International",2/1/12,87.72386329,29757
"Atlanta, GA: Hartsfield-Jackson Atlanta International",3/1/12,83.53972497,33669
"Atlanta, GA: Hartsfield-Jackson Atlanta International",4/1/12,90.07444951,32653
"Atlanta, GA: Hartsfield-Jackson Atlanta International",5/1/12,85.47898589,33882
"Atlanta, GA: Hartsfield-Jackson Atlanta International",6/1/12,84.50337453,34227
"Atlanta, GA: Hartsfield-Jackson Atlanta International",7/1/12,77.02130889,34915
"Atlanta, GA: Hartsfield-Jackson Atlanta International",8/1/12,80.61559728,34724
"Atlanta, GA: Hartsfield-Jackson Atlanta International",9/1/12,87.61741525,31593
"Atlanta, GA: Hartsfield-Jackson Atlanta International",10/1/12,83.78958975,33102
"Atlanta, GA: Hartsfield-Jackson Atlanta International",11/1/12,90.15170149,31061
"Atlanta, GA: Hartsfield-Jackson Atlanta International",12/1/12,83.56491183,31019
"Atlanta, GA: Hartsfield-Jackson Atlanta International",1/1/13,84.93895843,32355
"Atlanta, GA: Hartsfield-Jackson Atlanta International",2/1/13,83.97806228,29447
"Atlanta, GA: Hartsfield-Jackson Atlanta International",3/1/13,82.67398074,34682
"Atlanta, GA: Hartsfield-Jackson Atlanta International",4/1/13,83.26496107,33654
"Atlanta, GA: Hartsfield-Jackson Atlanta International",5/1/13,83.5552133,34412
"Atlanta, GA: Hartsfield-Jackson Atlanta International",6/1/13,70.60640028,34436
"Atlanta, GA: Hartsfield-Jackson Atlanta International",7/1/13,67.45443291,35541
"Atlanta, GA: Hartsfield-Jackson Atlanta International",8/1/13,79.36765417,35139
"Atlanta, GA: Hartsfield-Jackson Atlanta International",9/1/13,87.31501591,32046
"Atlanta, GA: Hartsfield-Jackson Atlanta International",10/1/13,88.82871931,33810
"Atlanta, GA: Hartsfield-Jackson Atlanta International",11/1/13,84.65016208,31466
"Atlanta, GA: Hartsfield-Jackson Atlanta International",12/1/13,75.24603374,31894
"Atlanta, GA: Hartsfield-Jackson Atlanta International",1/1/14,67.1581341,30784
"Atlanta, GA: Hartsfield-Jackson Atlanta International",2/1/14,74.19051533,27982
"Atlanta, GA: Hartsfield-Jackson Atlanta International",3/1/14,80.56082197,32702
"Atlanta, GA: Hartsfield-Jackson Atlanta International",4/1/14,82.63328727,31117
"Atlanta, GA: Hartsfield-Jackson Atlanta International",5/1/14,83.22900091,31799
"Atlanta, GA: Hartsfield-Jackson Atlanta International",6/1/14,78.91736953,30945
"Atlanta, GA: Hartsfield-Jackson Atlanta International",7/1/14,84.5116045,31798
"Atlanta, GA: Hartsfield-Jackson Atlanta International",8/1/14,82.96001012,31608
"Atlanta, GA: Hartsfield-Jackson Atlanta International",9/1/14,80.10119875,30198
"Atlanta, GA: Hartsfield-Jackson Atlanta International",10/1/14,84.60433999,31613
"Atlanta, GA: Hartsfield-Jackson Atlanta International",11/1/14,88.10759148,29296
"Atlanta, GA: Hartsfield-Jackson Atlanta International",12/1/14,86.95673333,30000
"Atlanta, GA: Hartsfield-Jackson Atlanta International",1/1/15,84.22958768,29492
"Atlanta, GA: Hartsfield-Jackson Atlanta International",2/1/15,79.22586421,27366
"Atlanta, GA: Hartsfield-Jackson Atlanta International",3/1/15,83.21284516,32775
"Atlanta, GA: Hartsfield-Jackson Atlanta International",4/1/15,85.51763694,31383
"Atlanta, GA: Hartsfield-Jackson Atlanta International",5/1/15,85.3784734,32425
"Atlanta, GA: Hartsfield-Jackson Atlanta International",6/1/15,80.06664834,32739
"Atlanta, GA: Hartsfield-Jackson Atlanta International",7/1/15,83.52455906,33735
"Atlanta, GA: Hartsfield-Jackson Atlanta International",8/1/15,83.9525871,33725
"Atlanta, GA: Hartsfield-Jackson Atlanta International",9/1/15,89.64916536,31331
"Atlanta, GA: Hartsfield-Jackson Atlanta International",10/1/15,90.34785543,32594
"Atlanta, GA: Hartsfield-Jackson Atlanta International",11/1/15,86.59026632,30903
"Atlanta, GA: Hartsfield-Jackson Atlanta International",12/1/15,80.98936513,31030
